chr	strand	coord	read_num	sample	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
PA5513	chr11	-	120090531	SRR8798075.7460	GV1	3UTR	NA	120090531	120091520	78777	120090531	120098731	120091521	NA	NA	NA	NA	NA	NA	990	NA	990	1
PA5514	chr11	-	120090532	SRR8798075.55805	GV1	3UTR	NA	120090531	120091520	78777	120090531	120098731	120091521	NA	NA	NA	NA	NA	NA	989	NA	989	1
PA5515	chr11	-	120104450	SRR8798075.50587	GV1	3UTR	NA	120103960	120104996	72055	120103960	120151346	120104997	NA	NA	NA	NA	NA	NA	547	NA	547	1
PA5516	chr11	-	120369054	SRR8798075.51591	GV1	3UTR	NA	NA	NA	71885	NA	NA	NA	71885	120369055	120378735	11465	120345690	120348542	1	1	1	1
PA5517	chr11	-	120369567	SRR8798075.4459	GV1	3UTR	NA	120369562	120370052	71885	120369055	120378735	120369055	NA	NA	NA	NA	NA	NA	512	NA	512	1
PA5518	chr11	-	120373879	SRR8798075.1737	GV1	intron	NA	120373244	120373881	71885	120369055	120378735	120369055	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA5521	chr11	-	120380368	SRR8798075.3526	GV1	3UTR	NA	NA	NA	217365	NA	NA	NA	217365	120380370	120437708	71885	120369562	120378764	2101	2	2101	1
PA5522	chr11	-	120380370	SRR8798075.3295	GV1	3UTR	NA	120380370	120382468	217365	120380370	120437708	120382469	NA	NA	NA	NA	NA	NA	2099	NA	2099	1
PA5526	chr11	-	120380791	SRR8798075.12419	GV1	3UTR	NA	120380370	120382468	217365	120380370	120437708	120382469	NA	NA	NA	NA	NA	NA	1678	NA	1678	1
PA5529	chr11	-	120380793	SRR8798075.3716	GV1	3UTR	NA	120380370	120382468	217365	120380370	120437708	120382469	NA	NA	NA	NA	NA	NA	1676	NA	1676	1
PA4023	chr11	-	12040684	SRR8798075.52790	GV1	intergenic	NA	12054148	12038683	character(0)	12054148	12054303	3074322	character(0)	12054148	12054303	14783	11954744	12038683	8966362	13464	NA	1
PA5531	chr11	-	120560301	SRR8798075.54779	GV1	3UTR	NA	120560298	120561182	18453	120560298	120573253	120561183	NA	NA	NA	NA	NA	NA	882	NA	882	1
PA5536	chr11	-	120560306	SRR8798075.47002	GV1	3UTR	NA	120560298	120561182	18453	120560298	120573253	120561183	NA	NA	NA	NA	NA	NA	877	NA	877	1
PA5540	chr11	-	120578104	SRR8798075.15656	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1127	NA	1127	1
PA5544	chr11	-	120578106	SRR8798075.5628	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1125	NA	1125	1
PA5547	chr11	-	120578107	SRR8798075.29361	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1124	NA	1124	1
PA5548	chr11	-	120578109	SRR8798075.22420	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1122	NA	1122	1
PA5554	chr11	-	120578111	SRR8798075.59635	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1120	NA	1120	1
PA5555	chr11	-	120578112	SRR8798075.53612	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1119	NA	1119	1
PA5556	chr11	-	120578113	SRR8798075.31818	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1118	NA	1118	1
PA5557	chr11	-	120578114	SRR8798075.4351	GV1	3UTR	NA	120578104	120579230	192662	120578104	120581624	120579231	NA	NA	NA	NA	NA	NA	1117	NA	1117	1
PA5559	chr11	-	120594509	SRR8798075.44439	GV1	3UTR	NA	120592121	120594852	21681	120592121	120598365	120594853	NA	NA	NA	NA	NA	NA	344	NA	344	1
PA5560	chr11	-	120618372	SRR8798075.22330	GV1	3UTR	NA	120618372	120618847	209011	120618372	120624969	120618372	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA5563	chr11	-	120618373	SRR8798075.12755	GV1	3UTR	NA	120618372	120618847	209011	120618372	120624969	120618372	NA	NA	NA	NA	NA	NA	1	NA	1	1
PA5565	chr11	-	120710942	SRR8798075.6376	GV1	3UTR	NA	120710942	120711291	20892	120710942	120711983	120710942	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA5572	chr11	-	120780748	SRR8798075.12445	GV1	3UTR	NA	120780748	120781821	19719	120780746	120784185	120780746	NA	NA	NA	NA	NA	NA	2	NA	2	1
PA5574	chr11	-	120807076	SRR8798075.31660	GV1	3UTR	NA	120805846	120807853	14104	120805846	120824547	120807854	NA	NA	NA	NA	NA	NA	778	NA	778	1
PA5578	chr11	-	120958462	SRR8798075.36701	GV1	3UTR	NA	NA	NA	104318	NA	NA	NA	104318	120958990	120991330	71276	120826529	120932872	744	528	744	1
PA5579	chr11	-	120961754	SRR8798075.44822	GV1	3UTR	NA	120961749	120963906	104318	120958990	120991330	120959206	NA	NA	NA	NA	NA	NA	2548	NA	2548	1
PA5586	chr11	-	121116223	SRR8798075.39677	GV1	3UTR	NA	121116215	121116666	70956	121116215	121118677	121116667	NA	NA	NA	NA	NA	NA	444	NA	444	1
PA5591	chr11	-	121511068	SRR8798075.31467	GV1	3UTR	NA	121510978	121511808	319530	121510978	121519333	121511809	NA	NA	NA	NA	NA	NA	741	NA	741	1
PA5592	chr11	-	121511238	SRR8798075.34870	GV1	3UTR	NA	121510978	121511808	319530	121510978	121519333	121511809	NA	NA	NA	NA	NA	NA	571	NA	571	1
PA5595	chr11	-	121511276	SRR8798075.17549	GV1	3UTR	NA	121510978	121511808	319530	121510978	121519333	121511809	NA	NA	NA	NA	NA	NA	533	NA	533	1
PA5601	chr11	-	121612003	SRR8798075.13218	GV1	intergenic	NA	121616197	121519333	210004	121616197	121673153	121619648	210004	121616197	121673153	319530	121510978	121519333	7645	4194	NA	1
PA4024	chr11	-	12236676	SRR8798075.42799	GV1	3UTR	NA	12236608	12238041	12808	12236608	12464804	12238042	NA	NA	NA	NA	NA	NA	1366	NA	1366	1
PA4025	chr11	-	12236680	SRR8798075.54451	GV1	3UTR	NA	12236608	12238041	12808	12236608	12464804	12238042	NA	NA	NA	NA	NA	NA	1362	NA	1362	1
PA4031	chr11	-	17945607	SRR8798075.26869	GV1	CDS	NA	17945607	17947567	68145	17938756	17953875	17940226	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4051	chr11	-	20062789	SRR8798075.22509	GV1	3UTR	NA	20062304	20064688	66713	20062304	20112913	20064689	NA	NA	NA	NA	NA	NA	1900	NA	1900	1
PA4055	chr11	-	20823578	SRR8798075.17870	GV1	3UTR	NA	20823576	20826371	216551	20823576	20831056	20826372	NA	NA	NA	NA	NA	NA	2794	NA	2794	1
PA4056	chr11	-	21421385	SRR8798075.39676	GV1	intergenic	NA	21451142	21371201	character(0)	21451142	21451354	3074322	character(0)	21451142	21451354	216558	21321673	21371201	18347063	29757	NA	1
PA4060	chr11	-	21994775	SRR8798075.49858	GV1	3UTR	NA	21994764	21996239	18423	21994764	22001615	21996240	NA	NA	NA	NA	NA	NA	1465	NA	1465	1
PA4061	chr11	-	21996537	SRR8798075.62824	GV1	CDS	NA	21996240	21997058	18423	21994764	22001615	21996240	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4062	chr11	-	22005825	SRR8798075.25765	GV1	3UTR	NA	NA	NA	216565	NA	NA	NA	216565	22005828	22286795	18423	21996858	22002897	956	3	956	1
PA4065	chr11	-	22005831	SRR8798075.56853	GV1	3UTR	NA	22005828	22006780	216565	22005828	22285838	22006781	NA	NA	NA	NA	NA	NA	950	NA	950	1
PA4066	chr11	-	22534938	SRR8798075.20943	GV1	intergenic	NA	22626375	22439775	character(0)	22626375	22626664	3074322	character(0)	22626375	22626664	character(0)	22438821	22439775	19460616	91437	NA	1
PA4067	chr11	-	22534941	SRR8798075.30673	GV1	intergenic	NA	22626375	22439775	character(0)	22626375	22626664	3074322	character(0)	22626375	22626664	character(0)	22438821	22439775	19460619	91434	NA	1
PA4077	chr11	-	22978317	SRR8798075.48478	GV1	CDS	NA	22978317	22978455	17846	22896136	22982382	22899950	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4079	chr11	-	23124253	SRR8798075.55084	GV1	intergenic	NA	23172798	23063232	character(0)	23172798	23172906	3074322	character(0)	23172798	23172906	character(0)	23063133	23063232	20049931	48545	NA	1
PA4080	chr11	-	23489734	SRR8798075.33975	GV1	3UTR	NA	23487882	23490397	268390	23487882	23497930	23490398	NA	NA	NA	NA	NA	NA	664	NA	664	1
PA4081	chr11	-	23489736	SRR8798075.249	GV1	3UTR	NA	23487882	23490397	268390	23487882	23497930	23490398	NA	NA	NA	NA	NA	NA	662	NA	662	1
PA4084	chr11	-	23490074	SRR8798075.55047	GV1	3UTR	NA	23487882	23490397	268390	23487882	23497930	23490398	NA	NA	NA	NA	NA	NA	324	NA	324	1
PA4085	chr11	-	23648822	SRR8798075.41494	GV1	3UTR	NA	23646479	23649291	72129	23646479	23665959	23649292	NA	NA	NA	NA	NA	NA	470	NA	470	1
PA4088	chr11	-	23736847	SRR8798075.44345	GV1	3UTR	NA	23736847	23742264	19696	23736847	23770970	23742265	NA	NA	NA	NA	NA	NA	5418	NA	5418	1
PA4089	chr11	-	23741975	SRR8798075.23378	GV1	3UTR	NA	23736847	23742264	19696	23736847	23770970	23742265	NA	NA	NA	NA	NA	NA	290	NA	290	1
PA4091	chr11	-	23862646	SRR8798075.25931	GV1	3UTR	NA	23862646	23863957	216578	23862646	23895253	23863958	NA	NA	NA	NA	NA	NA	1312	NA	1312	1
PA4093	chr11	-	23862648	SRR8798075.13205	GV1	3UTR	NA	23862646	23863957	216578	23862646	23895253	23863958	NA	NA	NA	NA	NA	NA	1310	NA	1310	1
PA4094	chr11	-	23862650	SRR8798075.62332	GV1	3UTR	NA	23862646	23863957	216578	23862646	23895253	23863958	NA	NA	NA	NA	NA	NA	1308	NA	1308	1
PA4097	chr11	-	27882118	SRR8798075.63192	GV1	intergenic	NA	28339128	27508100	character(0)	28339128	28339814	3074322	character(0)	28339128	28339814	character(0)	27507625	27508100	24807796	457010	NA	1
PA4099	chr11	-	29242288	SRR8798075.42798	GV1	intron	NA	29234473	29244058	216618	29221532	29247409	29221884	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4102	chr11	-	30021002	SRR8798075.28147	GV1	intron	NA	29906332	30024379	237711	29743048	30026033	29744586	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4103	chr11	-	30099395	SRR8798075.7831	GV1	3UTR	NA	30099395	30100495	20742	30099395	30268169	30100496	NA	NA	NA	NA	NA	NA	1101	NA	1101	1
PA4109	chr11	-	30099399	SRR8798075.25810	GV1	3UTR	NA	30099395	30100495	20742	30099395	30268169	30100496	NA	NA	NA	NA	NA	NA	1097	NA	1097	1
PA3846	chr11	-	3135283	SRR8798075.29712	GV1	3UTR	NA	3135283	3135542	78887	3131850	3189056	3132027	NA	NA	NA	NA	NA	NA	3256	NA	3256	1
PA4121	chr11	-	32209585	SRR8798075.9589	GV1	3UTR	NA	32209585	32209803	13650	32209585	32222300	32209804	NA	NA	NA	NA	NA	NA	219	NA	219	1
PA3847	chr11	-	3249925	SRR8798075.46926	GV1	3UTR	NA	3249907	3250265	13494	3249907	3266393	3250266	NA	NA	NA	NA	NA	NA	341	NA	341	1
PA4124	chr11	-	32961116	SRR8798075.5098	GV1	intergenic	NA	32984216	32926160	character(0)	32984216	32984299	3074322	character(0)	32984216	32984299	character(0)	32903137	32926160	29886794	23100	NA	1
PA3848	chr11	-	3344456	SRR8798075.49671	GV1	3UTR	NA	3344256	3345739	16886	3344256	3356141	3345740	NA	NA	NA	NA	NA	NA	1284	NA	1284	1
PA3849	chr11	-	3415976	SRR8798075.22946	GV1	3UTR	NA	NA	NA	193670	NA	NA	NA	193670	3415982	3452363	16886	3396779	3409189	2014	6	2014	1
PA3850	chr11	-	3415981	SRR8798075.5135	GV1	3UTR	NA	NA	NA	193670	NA	NA	NA	193670	3415982	3452363	16886	3396779	3409189	2009	1	2009	1
PA3858	chr11	-	3415982	SRR8798075.233	GV1	3UTR	NA	3415982	3417989	193670	3415982	3452363	3417990	NA	NA	NA	NA	NA	NA	2008	NA	2008	1
PA3872	chr11	-	3415983	SRR8798075.23214	GV1	3UTR	NA	3415982	3417989	193670	3415982	3452363	3417990	NA	NA	NA	NA	NA	NA	2007	NA	2007	1
PA3873	chr11	-	3415984	SRR8798075.29981	GV1	3UTR	NA	3415982	3417989	193670	3415982	3452363	3417990	NA	NA	NA	NA	NA	NA	2006	NA	2006	1
PA3874	chr11	-	3415988	SRR8798075.56862	GV1	3UTR	NA	3415982	3417989	193670	3415982	3452363	3417990	NA	NA	NA	NA	NA	NA	2002	NA	2002	1
PA3877	chr11	-	3416034	SRR8798075.55278	GV1	3UTR	NA	3415982	3417989	193670	3415982	3452363	3417990	NA	NA	NA	NA	NA	NA	1956	NA	1956	1
PA4129	chr11	-	34809185	SRR8798075.46103	GV1	3UTR	NA	NA	NA	70385	NA	NA	NA	70385	34809190	34833641	94176	34226815	34783892	510	5	510	1
PA4130	chr11	-	34809187	SRR8798075.16210	GV1	3UTR	NA	NA	NA	70385	NA	NA	NA	70385	34809190	34833641	94176	34226815	34783892	508	3	508	1
PA4133	chr11	-	34809190	SRR8798075.4179	GV1	3UTR	NA	34809190	34809694	70385	34809190	34833641	34809695	NA	NA	NA	NA	NA	NA	505	NA	505	1
PA4136	chr11	-	34809192	SRR8798075.12416	GV1	3UTR	NA	34809190	34809694	70385	34809190	34833641	34809695	NA	NA	NA	NA	NA	NA	503	NA	503	1
PA4138	chr11	-	35801815	SRR8798075.44923	GV1	intergenic	NA	35808381	35798884	104458	35808381	35834506	35808482	104458	35808381	35834506	237730	35797382	35798884	6667	6566	NA	1
PA4139	chr11	-	35809094	SRR8798075.1815	GV1	intron	NA	35808592	35809094	104458	35808381	35834506	35808482	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3879	chr11	-	3639794	SRR8798075.46206	GV1	exon	NA	3639785	3645523	544752	3639785	3647536	3639785	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3880	chr11	-	3639798	SRR8798075.15987	GV1	exon	NA	3639785	3645523	544752	3639785	3647536	3639785	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3882	chr11	-	3703731	SRR8798075.10431	GV1	3UTR	NA	3703731	3705064	74309	3703731	3722216	3705065	NA	NA	NA	NA	NA	NA	1334	NA	1334	1
PA3884	chr11	-	3703741	SRR8798075.34747	GV1	3UTR	NA	3703731	3705064	74309	3703731	3722216	3705065	NA	NA	NA	NA	NA	NA	1324	NA	1324	1
PA4155	chr11	-	38492175	SRR8798075.6624	GV1	intergenic	NA	38493330	38037263	100502917	38493330	38520013	38493330	100502917	38493330	38520013	character(0)	38037179	38037263	1155	1155	NA	1
PA3885	chr11	-	3886087	SRR8798075.20242	GV1	3UTR	NA	NA	NA	67430	NA	NA	NA	67430	3886088	3895098	74309	3703731	3863903	2073	1	2073	1
PA3886	chr11	-	3907021	SRR8798075.14530	GV1	3UTR	NA	3907021	3907550	103710	3907021	3914664	3907551	NA	NA	NA	NA	NA	NA	530	NA	530	1
PA3891	chr11	-	3912566	SRR8798075.4471	GV1	CDS	NA	3912566	3913187	103710	3907021	3914664	3907551	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3894	chr11	-	3917192	SRR8798075.33158	GV1	3UTR	NA	3917192	3917647	21452	3917192	3931789	3917648	NA	NA	NA	NA	NA	NA	456	NA	456	1
PA3895	chr11	-	3917199	SRR8798075.14250	GV1	3UTR	NA	3917192	3917647	21452	3917192	3931789	3917648	NA	NA	NA	NA	NA	NA	449	NA	449	1
PA3896	chr11	-	4001954	SRR8798075.50066	GV1	intergenic	NA	4091480	3976778	67900	4091480	4095445	4092227	67900	4091480	4095445	character(0)	3937541	3976778	90273	89526	NA	1
PA3897	chr11	-	4001957	SRR8798075.14173	GV1	intergenic	NA	4091480	3976778	67900	4091480	4095445	4092227	67900	4091480	4095445	character(0)	3937541	3976778	90270	89523	NA	1
PA4156	chr11	-	40357861	SRR8798075.43236	GV1	intergenic	NA	40422694	39727712	character(0)	40422694	40423354	3074322	character(0)	40422694	40423354	character(0)	39727070	39727712	37283539	64833	NA	1
PA4157	chr11	-	40679314	SRR8798075.3930	GV1	3UTR	NA	40679314	40680023	108645	40679314	40692774	40680024	NA	NA	NA	NA	NA	NA	710	NA	710	1
PA4186	chr11	-	40679318	SRR8798075.21832	GV1	3UTR	NA	40679314	40680023	108645	40679314	40692774	40680024	NA	NA	NA	NA	NA	NA	706	NA	706	1
PA4188	chr11	-	40679754	SRR8798075.60571	GV1	3UTR	NA	40679314	40680023	108645	40679314	40692774	40680024	NA	NA	NA	NA	NA	NA	270	NA	270	1
PA4189	chr11	-	40679941	SRR8798075.21310	GV1	3UTR	NA	40679314	40680023	108645	40679314	40692774	40680024	NA	NA	NA	NA	NA	NA	83	NA	83	1
PA4190	chr11	-	40679947	SRR8798075.2041	GV1	3UTR	NA	40679314	40680023	108645	40679314	40692774	40680024	NA	NA	NA	NA	NA	NA	77	NA	77	1
PA4193	chr11	-	42770695	SRR8798075.478	GV1	intergenic	NA	43106140	42321072	character(0)	43106140	43116294	3074322	character(0)	43106140	43116294	14399	42307260	42321072	39696373	335445	NA	1
PA4195	chr11	-	43729998	SRR8798075.40677	GV1	3UTR	NA	43729512	43730603	66827	43729512	43748008	43730604	NA	NA	NA	NA	NA	NA	606	NA	606	1
PA4196	chr11	-	43730003	SRR8798075.30846	GV1	3UTR	NA	43729512	43730603	66827	43729512	43748008	43730604	NA	NA	NA	NA	NA	NA	601	NA	601	1
PA4197	chr11	-	43730006	SRR8798075.47575	GV1	3UTR	NA	43729512	43730603	66827	43729512	43748008	43730604	NA	NA	NA	NA	NA	NA	598	NA	598	1
PA4199	chr11	-	43730039	SRR8798075.27612	GV1	3UTR	NA	43729512	43730603	66827	43729512	43748008	43730604	NA	NA	NA	NA	NA	NA	565	NA	565	1
PA3898	chr11	-	4480874	SRR8798075.37019	GV1	3UTR	NA	4480868	4482767	74302	4480868	4594815	4482768	NA	NA	NA	NA	NA	NA	1894	NA	1894	1
PA3899	chr11	-	4480875	SRR8798075.6512	GV1	3UTR	NA	4480868	4482767	74302	4480868	4594815	4482768	NA	NA	NA	NA	NA	NA	1893	NA	1893	1
PA4200	chr11	-	45660686	SRR8798075.39447	GV1	intergenic	NA	45928269	45468504	72290	45928269	45944935	45933613	72290	45928269	45944935	character(0)	45452399	45468504	272927	267583	NA	1
PA4201	chr11	-	45660700	SRR8798075.8819	GV1	intergenic	NA	45928269	45468504	72290	45928269	45944935	45933613	72290	45928269	45944935	character(0)	45452399	45468504	272913	267569	NA	1
PA4202	chr11	-	45667323	SRR8798075.2397	GV1	intergenic	NA	45928269	45468504	72290	45928269	45944935	45933613	72290	45928269	45944935	character(0)	45452399	45468504	266290	260946	NA	1
PA4210	chr11	-	45947863	SRR8798075.10944	GV1	3UTR	NA	45946843	45948166	66628	45946843	45955188	45948167	NA	NA	NA	NA	NA	NA	304	NA	304	1
PA4228	chr11	-	46980082	SRR8798075.6732	GV1	intron	NA	46897970	47082778	24052	46896253	47578965	46897963	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3900	chr11	-	4765848	SRR8798075.35892	GV1	3UTR	NA	4765845	4768222	18016	4765845	4849536	4768223	NA	NA	NA	NA	NA	NA	2375	NA	2375	1
PA3901	chr11	-	4765852	SRR8798075.12370	GV1	3UTR	NA	4765845	4768222	18016	4765845	4849536	4768223	NA	NA	NA	NA	NA	NA	2371	NA	2371	1
PA4233	chr11	-	48806404	SRR8798075.22883	GV1	3UTR	NA	48806404	48807244	211007	48806404	48817353	48807245	NA	NA	NA	NA	NA	NA	841	NA	841	1
PA4234	chr11	-	48806406	SRR8798075.28665	GV1	3UTR	NA	48806404	48807244	211007	48806404	48817353	48807245	NA	NA	NA	NA	NA	NA	839	NA	839	1
PA4235	chr11	-	48806409	SRR8798075.22407	GV1	3UTR	NA	48806404	48807244	211007	48806404	48817353	48807245	NA	NA	NA	NA	NA	NA	836	NA	836	1
PA4236	chr11	-	48806410	SRR8798075.59790	GV1	3UTR	NA	48806404	48807244	211007	48806404	48817353	48807245	NA	NA	NA	NA	NA	NA	835	NA	835	1
PA4240	chr11	-	49264445	SRR8798075.6937	GV1	intergenic	NA	49586641	49187159	character(0)	49586641	49588462	3074322	character(0)	49586641	49588462	237754	49165585	49187159	46190123	322196	NA	1
PA4242	chr11	-	49674361	SRR8798075.45163	GV1	3UTR	NA	49671503	49675192	104625	49671503	49712723	49675193	NA	NA	NA	NA	NA	NA	832	NA	832	1
PA4252	chr11	-	50236461	SRR8798075.8365	GV1	exon	NA	50236461	50236712	17001	50236461	50237557	50236461	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4253	chr11	-	50256056	SRR8798075.9203	GV1	3UTR	NA	50255634	50258801	103806	50255634	50291804	50258802	NA	NA	NA	NA	NA	NA	2746	NA	2746	1
PA4262	chr11	-	50389286	SRR8798075.2150	GV1	3UTR	NA	50389286	50389814	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	529	NA	529	1
PA4263	chr11	-	50389290	SRR8798075.936	GV1	3UTR	NA	50389286	50389814	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	525	NA	525	1
PA4267	chr11	-	50389300	SRR8798075.49067	GV1	3UTR	NA	50389286	50389814	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	515	NA	515	1
PA4268	chr11	-	50389304	SRR8798075.40130	GV1	3UTR	NA	50389286	50389814	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	511	NA	511	1
PA4269	chr11	-	50389305	SRR8798075.60219	GV1	3UTR	NA	50389286	50389814	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	510	NA	510	1
PA4270	chr11	-	50394578	SRR8798075.27004	GV1	intron	NA	50392068	50394920	216724	50389286	50431125	50389815	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3903	chr11	-	5054133	SRR8798075.34355	GV1	exon	NA	5054132	5056689	78926	5054132	5065294	5054132	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA3904	chr11	-	5060496	SRR8798075.58072	GV1	3UTR	NA	5060372	5060790	78926	5054132	5065294	5054132	NA	NA	NA	NA	NA	NA	6364	NA	6364	1
PA4275	chr11	-	51623672	SRR8798075.11467	GV1	3UTR	NA	51623671	51624146	66089	51623671	51635647	51624543	NA	NA	NA	NA	NA	NA	871	NA	871	1
PA4277	chr11	-	51685380	SRR8798075.37104	GV1	3UTR	NA	NA	NA	66050	NA	NA	NA	66050	51685386	51688874	212706	51643063	51650842	267	6	267	1
PA4279	chr11	-	51685385	SRR8798075.25587	GV1	3UTR	NA	NA	NA	66050	NA	NA	NA	66050	51685386	51688874	212706	51643063	51650842	262	1	262	1
PA4282	chr11	-	51813451	SRR8798075.7976	GV1	3UTR	NA	NA	NA	76901	NA	NA	NA	76901	51813455	51857653	77371	51740562	51763634	3444	4	3444	1
PA4283	chr11	-	51813453	SRR8798075.36675	GV1	3UTR	NA	NA	NA	76901	NA	NA	NA	76901	51813455	51857653	77371	51740562	51763634	3442	2	3442	1
PA4284	chr11	-	51813455	SRR8798075.31256	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	3440	NA	3440	1
PA4285	chr11	-	51813456	SRR8798075.11085	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	3439	NA	3439	1
PA4289	chr11	-	51813458	SRR8798075.21984	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	3437	NA	3437	1
PA4290	chr11	-	51813462	SRR8798075.37689	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	3433	NA	3433	1
PA4291	chr11	-	51813464	SRR8798075.22031	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	3431	NA	3431	1
PA4292	chr11	-	51814422	SRR8798075.26367	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	2473	NA	2473	1
PA4294	chr11	-	51816761	SRR8798075.457	GV1	3UTR	NA	51813455	51816894	76901	51813455	51857653	51816895	NA	NA	NA	NA	NA	NA	134	NA	134	1
PA3905	chr11	-	5191552	SRR8798075.35797	GV1	3UTR	NA	5191552	5194952	84035	5191552	5261558	5194953	NA	NA	NA	NA	NA	NA	3401	NA	3401	1
PA3909	chr11	-	5191560	SRR8798075.44384	GV1	3UTR	NA	5191552	5194952	84035	5191552	5261558	5194953	NA	NA	NA	NA	NA	NA	3393	NA	3393	1
PA4295	chr11	-	51976432	SRR8798075.32237	GV1	intergenic	NA	51985497	51857653	22210	51985497	52000484	51986682	22210	51985497	52000484	76901	51813455	51857653	10250	9065	NA	1
PA4296	chr11	-	51985146	SRR8798075.46576	GV1	3UTR	NA	NA	NA	22210	NA	NA	NA	22210	51985497	52000484	76901	51813455	51857653	1536	351	1536	1
PA4297	chr11	-	51985555	SRR8798075.59012	GV1	3UTR	NA	51985497	51986681	22210	51985497	52000484	51986682	NA	NA	NA	NA	NA	NA	1127	NA	1127	1
PA4298	chr11	-	51986258	SRR8798075.25487	GV1	3UTR	NA	51985497	51986681	22210	51985497	52000484	51986682	NA	NA	NA	NA	NA	NA	424	NA	424	1
PA4303	chr11	-	52252283	SRR8798075.13481	GV1	3UTR	NA	NA	NA	21414	NA	NA	NA	21414	52252371	52282571	276865	52213052	52213987	1600	88	1600	1
PA4306	chr11	-	52553572	SRR8798075.54123	GV1	intergenic	NA	53111451	52487310	790909	53111451	53120056	53111451	790909	53111451	53120056	character(0)	52487158	52487310	557879	557879	NA	1
PA4307	chr11	-	52553575	SRR8798075.23619	GV1	intergenic	NA	53111451	52487310	790909	53111451	53120056	53111451	790909	53111451	53120056	character(0)	52487158	52487310	557876	557876	NA	1
PA3910	chr11	-	5276329	SRR8798075.63226	GV1	3UTR	NA	5276324	5279723	407821	5276324	5444847	5279724	NA	NA	NA	NA	NA	NA	3395	NA	3395	1
PA4310	chr11	-	53430536	SRR8798075.5471	GV1	CDS	NA	53430536	53430689	22272	53427922	53430827	53429056	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4312	chr11	-	53430539	SRR8798075.4051	GV1	CDS	NA	53430536	53430689	22272	53427922	53430827	53429056	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4314	chr11	-	53430543	SRR8798075.46143	GV1	CDS	NA	53430536	53430689	22272	53427922	53430827	53429056	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA4315	chr11	-	53649519	SRR8798075.59550	GV1	3UTR	NA	53649519	53650468	19360	53649519	53707319	53650469	NA	NA	NA	NA	NA	NA	950	NA	950	1
PA4316	chr11	-	53649520	SRR8798075.63587	GV1	3UTR	NA	53649519	53650468	19360	53649519	53707319	53650469	NA	NA	NA	NA	NA	NA	949	NA	949	1
PA4319	chr11	-	53653531	SRR8798075.54682	GV1	intron	NA	53652368	53654876	19360	53649519	53707319	53650469	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
