read_num chr strand coord
SRR8798075.29411 chr12 + 110795028
SRR8798075.5849 chr12 + 110794719
SRR8798075.18580 chr12 + 110795028
SRR8798075.42139 chr12 + 110795028
SRR8798075.60351 chr12 + 110795028
SRR8798075.53234 chr12 + 110795020
SRR8798075.53151 chr12 + 110795028
SRR8798075.33296 chr12 + 110794724
SRR8798075.9556 chr12 + 110795024
SRR8798075.48481 chr12 + 110795028
SRR8798075.18236 chr12 + 110795020
SRR8798075.1329 chr12 + 110869996
SRR8798075.33493 chr12 + 110878681
SRR8798075.48369 chr12 + 111115897
SRR8798075.56412 chr12 + 111115893
SRR8798075.14159 chr12 + 111539882
SRR8798075.4946 chr12 + 111545712
SRR8798075.50085 chr12 + 111545705
SRR8798075.59675 chr12 + 111545712
SRR8798075.8384 chr12 + 111544924
SRR8798075.22270 chr12 + 111544930
SRR8798075.25072 chr12 + 111545714
SRR8798075.54553 chr12 + 111544949
SRR8798075.61411 chr12 + 111546616
SRR8798075.4309 chr12 + 111806712
SRR8798075.9403 chr12 + 111806717
SRR8798075.31180 chr12 + 111806710
SRR8798075.52259 chr12 + 111806709
SRR8798075.61283 chr12 + 111806710
SRR8798075.436 chr12 + 111828388
SRR8798075.1003 chr12 + 111828388
SRR8798075.1439 chr12 + 111828386
SRR8798075.2299 chr12 + 111828386
SRR8798075.4787 chr12 + 111828386
SRR8798075.9048 chr12 + 111828383
SRR8798075.24961 chr12 + 111828383
SRR8798075.28848 chr12 + 111828388
SRR8798075.33911 chr12 + 111828386
SRR8798075.34184 chr12 + 111828386
SRR8798075.38195 chr12 + 111828388
SRR8798075.40078 chr12 + 111828386
SRR8798075.41574 chr12 + 111828386
SRR8798075.46375 chr12 + 111828386
SRR8798075.62566 chr12 + 111828386
SRR8798075.17771 chr12 + 111828388
SRR8798075.42183 chr12 + 112052432
SRR8798075.75 chr12 + 112127559
SRR8798075.9909 chr12 + 112641334
SRR8798075.49526 chr12 + 112746585
SRR8798075.3117 chr12 + 112746588
SRR8798075.57692 chr12 + 112746577
SRR8798075.4353 chr12 + 112768982
SRR8798075.48677 chr12 + 112809808
SRR8798075.34955 chr12 + 112809808
SRR8798075.261 chr12 + 112816244
SRR8798075.2580 chr12 + 112816247
SRR8798075.32335 chr12 + 112816247
SRR8798075.42538 chr12 + 112816247
SRR8798075.18304 chr12 + 113028854
SRR8798075.49300 chr12 + 113072134
SRR8798075.32818 chr12 + 113074378
SRR8798075.23865 chr12 + 113074376
SRR8798075.13255 chr12 + 113137206
SRR8798075.57135 chr12 + 113137166
SRR8798075.49012 chr12 + 113145506
SRR8798075.61647 chr12 + 113145501
SRR8798075.1245 chr12 + 113397657
SRR8798075.11557 chr12 + 113397657
SRR8798075.36621 chr12 + 113397657
SRR8798075.45583 chr12 + 113397657
SRR8798075.57014 chr12 + 113397657
SRR8798075.57295 chr12 + 113397657
SRR8798075.57955 chr12 + 113397637
SRR8798075.57978 chr12 + 113397657
SRR8798075.33465 chr12 + 113397731
SRR8798075.1956 chr12 + 113397635
SRR8798075.43222 chr12 + 116197440
SRR8798075.55734 chr12 + 116373098
SRR8798075.50499 chr12 + 116373091
SRR8798075.19083 chr12 + 116373098
SRR8798075.30714 chr12 + 116373091
SRR8798075.58149 chr12 + 116463532
SRR8798075.51764 chr12 + 116463532
SRR8798075.1805 chr12 + 116463532
SRR8798075.44561 chr12 + 116463532
SRR8798075.20984 chr12 + 116965277
SRR8798075.35608 chr12 + 117468711
SRR8798075.22364 chr12 + 117755599
SRR8798075.27010 chr12 + 117755610
SRR8798075.63309 chr12 + 117754918
SRR8798075.8843 chr12 + 117755602
SRR8798075.21098 chr12 + 117756731
SRR8798075.25614 chr12 + 117756600
SRR8798075.40149 chr12 + 117756735
SRR8798075.1959 chr12 + 117757235
SRR8798075.55087 chr12 + 117757217
SRR8798075.60647 chr12 + 117759737
SRR8798075.19575 chr12 + 117759728
SRR8798075.48499 chr12 + 117878713
SRR8798075.2832 chr12 + 117878706
SRR8798075.56766 chr12 + 117878712
SRR8798075.57957 chr12 + 119263034
SRR8798075.29249 chr12 + 119263031
SRR8798075.49312 chr12 + 119264321
SRR8798075.46776 chr12 + 119264321
SRR8798075.56595 chr12 + 119264321
SRR8798075.61635 chr12 + 119264321
SRR8798075.58740 chr12 + 119264321
SRR8798075.39536 chr12 + 119264321
SRR8798075.45974 chr12 + 119264321
SRR8798075.10255 chr12 + 119264321
SRR8798075.30536 chr12 + 119264321
SRR8798075.57852 chr12 + 119264321
SRR8798075.21671 chr12 + 119264321
SRR8798075.53965 chr12 + 119264321
SRR8798075.58440 chr12 + 119264321
SRR8798075.2847 chr12 + 119264321
SRR8798075.1480 chr12 + 119264321
SRR8798075.22643 chr12 - 3229150
SRR8798075.2426 chr12 - 3247428
SRR8798075.14762 chr12 - 3247428
SRR8798075.44340 chr12 - 3247471
SRR8798075.13547 chr12 - 3249414
SRR8798075.47245 chr12 - 3249431
SRR8798075.53582 chr12 - 3309291
SRR8798075.55643 chr12 - 4144328
SRR8798075.60903 chr12 - 4209764
SRR8798075.4516 chr12 - 4213480
SRR8798075.14958 chr12 - 4213480
SRR8798075.22725 chr12 - 4213480
SRR8798075.31623 chr12 - 4213480
SRR8798075.32566 chr12 - 4213480
SRR8798075.57483 chr12 - 4213480
SRR8798075.5660 chr12 - 4213483
SRR8798075.12898 chr12 - 4213484
SRR8798075.44434 chr12 - 4213484
SRR8798075.3674 chr12 - 4213492
SRR8798075.33682 chr12 - 4833174
SRR8798075.31027 chr12 - 5383002
SRR8798075.31223 chr12 - 5383002
SRR8798075.23750 chr12 - 5409975
SRR8798075.5879 chr12 - 7295466
SRR8798075.1855 chr12 - 8497758
SRR8798075.42600 chr12 - 8497758
SRR8798075.43241 chr12 - 8497758
SRR8798075.12776 chr12 - 10723167
SRR8798075.18416 chr12 - 10723167
SRR8798075.38755 chr12 - 10723167
SRR8798075.28287 chr12 - 10898554
SRR8798075.49104 chr12 - 10898554
SRR8798075.584 chr12 - 11881075
SRR8798075.13746 chr12 - 11881075
SRR8798075.14711 chr12 - 11881075
SRR8798075.14779 chr12 - 11881075
SRR8798075.20270 chr12 - 11881075
SRR8798075.48184 chr12 - 11881075
SRR8798075.58180 chr12 - 11881075
SRR8798075.61489 chr12 - 11881075
SRR8798075.48307 chr12 - 13219301
SRR8798075.34142 chr12 - 13219307
SRR8798075.51880 chr12 - 13342891
SRR8798075.12982 chr12 - 13436147
SRR8798075.60623 chr12 - 13436147
SRR8798075.24811 chr12 - 15234850
SRR8798075.6258 chr12 - 15976157
SRR8798075.56028 chr12 - 16535966
SRR8798075.27267 chr12 - 17211290
SRR8798075.5670 chr12 - 17211297
SRR8798075.58337 chr12 - 17233327
SRR8798075.30798 chr12 - 17248520
SRR8798075.2284 chr12 - 18353004
SRR8798075.19020 chr12 - 21323531
SRR8798075.8245 chr12 - 21323680
SRR8798075.11885 chr12 - 21323688
SRR8798075.8398 chr12 - 21323740
SRR8798075.27904 chr12 - 21323742
SRR8798075.4164 chr12 - 21323806
SRR8798075.17534 chr12 - 21323806
SRR8798075.23102 chr12 - 21323806
SRR8798075.47473 chr12 - 21323806
SRR8798075.57871 chr12 - 21323806
SRR8798075.27308 chr12 - 21323926
SRR8798075.42958 chr12 - 21324909
SRR8798075.54149 chr12 - 21390325
SRR8798075.63155 chr12 - 21390325
SRR8798075.15691 chr12 - 21390327
SRR8798075.21378 chr12 - 21390329
SRR8798075.22508 chr12 - 21390329
SRR8798075.32865 chr12 - 21390329
SRR8798075.36102 chr12 - 21390329
SRR8798075.48650 chr12 - 21390329
SRR8798075.63430 chr12 - 21390329
SRR8798075.25713 chr12 - 21390332
SRR8798075.45357 chr12 - 21390338
SRR8798075.22994 chr12 - 21390360
SRR8798075.63098 chr12 - 23189272
SRR8798075.33539 chr12 - 24638019
SRR8798075.63394 chr12 - 24638019
SRR8798075.10655 chr12 - 24690187
SRR8798075.31501 chr12 - 25082638
SRR8798075.18584 chr12 - 26306797
SRR8798075.37755 chr12 - 26306883
SRR8798075.14228 chr12 - 26308550
SRR8798075.8145 chr12 - 26310154
SRR8798075.10372 chr12 - 28324769
SRR8798075.4834 chr12 - 28469869
SRR8798075.58267 chr12 - 28469870
SRR8798075.56000 chr12 - 29392360
SRR8798075.18704 chr12 - 29393214
SRR8798075.47156 chr12 - 31331562
SRR8798075.50013 chr12 - 31331562
SRR8798075.52567 chr12 - 31331562
SRR8798075.9879 chr12 - 31331569
SRR8798075.33594 chr12 - 31331571
SRR8798075.63664 chr12 - 31595351
SRR8798075.24486 chr12 - 31926456
SRR8798075.51890 chr12 - 31929424
SRR8798075.5661 chr12 - 34778357
SRR8798075.60036 chr12 - 35497989
SRR8798075.46710 chr12 - 35498545
SRR8798075.61200 chr12 - 36042251
SRR8798075.4688 chr12 - 36679163
SRR8798075.6197 chr12 - 36679163
SRR8798075.22106 chr12 - 36679163
SRR8798075.17418 chr12 - 36679166
SRR8798075.25609 chr12 - 36679166
SRR8798075.49359 chr12 - 36679166
SRR8798075.40573 chr12 - 36679170
SRR8798075.10348 chr12 - 39515249
SRR8798075.26901 chr12 - 40035821
SRR8798075.9939 chr12 - 40059769
SRR8798075.35430 chr12 - 40059769
SRR8798075.16925 chr12 - 40059774
SRR8798075.13773 chr12 - 40186412
SRR8798075.14743 chr12 - 40186412
SRR8798075.19462 chr12 - 40186412
SRR8798075.35284 chr12 - 40186412
SRR8798075.46213 chr12 - 40186412
SRR8798075.50758 chr12 - 40186412
SRR8798075.11018 chr12 - 40186415
SRR8798075.20598 chr12 - 40186415
SRR8798075.49077 chr12 - 40186415
SRR8798075.33542 chr12 - 40186420
SRR8798075.11032 chr12 - 40203129
SRR8798075.11665 chr12 - 40203129
SRR8798075.15432 chr12 - 40203129
SRR8798075.36918 chr12 - 40203129
SRR8798075.47117 chr12 - 40203129
SRR8798075.53978 chr12 - 40203129
SRR8798075.21119 chr12 - 40203155
SRR8798075.29744 chr12 - 40222866
SRR8798075.39419 chr12 - 40222866
SRR8798075.5887 chr12 - 40315044
SRR8798075.34398 chr12 - 40315566
SRR8798075.56427 chr12 - 40316248
SRR8798075.46795 chr12 - 42163736
SRR8798075.59829 chr12 - 44855220
SRR8798075.20989 chr12 - 44855221
SRR8798075.28015 chr12 - 45600644
SRR8798075.7169 chr12 - 47287724
SRR8798075.16420 chr12 - 48406696
SRR8798075.2159 chr12 - 48406700
SRR8798075.44378 chr12 - 50021917
SRR8798075.16030 chr12 - 50341236
SRR8798075.31241 chr12 - 50341245
SRR8798075.39628 chr12 - 50777375
SRR8798075.10024 chr12 - 51743717
SRR8798075.35133 chr12 - 51743723
SRR8798075.55089 chr12 - 51743726
SRR8798075.20991 chr12 - 51875878
SRR8798075.20305 chr12 - 54170523
SRR8798075.43616 chr12 - 54170528
SRR8798075.33400 chr12 - 54175055
SRR8798075.55645 chr12 - 54673467
SRR8798075.37750 chr12 - 54673468
SRR8798075.32495 chr12 - 54727576
SRR8798075.23534 chr12 - 54731728
SRR8798075.57934 chr12 - 54746342
SRR8798075.31857 chr12 - 54746344
SRR8798075.31227 chr12 - 54746353
SRR8798075.32803 chr12 - 54746534
SRR8798075.9362 chr12 - 54746626
SRR8798075.4189 chr12 - 54858809
SRR8798075.37144 chr12 - 54859090
SRR8798075.16206 chr12 - 54860075
SRR8798075.21999 chr12 - 54860291
SRR8798075.62279 chr12 - 54860294
SRR8798075.13900 chr12 - 54860295
SRR8798075.25873 chr12 - 54860296
SRR8798075.45719 chr12 - 54860296
SRR8798075.46750 chr12 - 54860296
SRR8798075.48608 chr12 - 54860296
SRR8798075.37778 chr12 - 54860304
SRR8798075.40458 chr12 - 54893551
SRR8798075.20016 chr12 - 55045665
SRR8798075.1069 chr12 - 55281511
SRR8798075.14333 chr12 - 55281511
SRR8798075.38980 chr12 - 55281511
SRR8798075.51385 chr12 - 55489410
SRR8798075.53538 chr12 - 55490406
SRR8798075.55265 chr12 - 55490406
SRR8798075.7098 chr12 - 56328320
SRR8798075.56857 chr12 - 56328334
SRR8798075.43476 chr12 - 56373458
SRR8798075.4007 chr12 - 56373462
SRR8798075.15188 chr12 - 56373462
SRR8798075.40054 chr12 - 56373464
SRR8798075.40388 chr12 - 56373468
SRR8798075.35648 chr12 - 57517325
SRR8798075.54797 chr12 - 58679665
SRR8798075.49529 chr12 - 58958739
SRR8798075.13125 chr12 - 58958790
SRR8798075.13713 chr12 - 58958790
SRR8798075.62008 chr12 - 59043130
SRR8798075.5633 chr12 - 59200655
SRR8798075.5953 chr12 - 59200655
SRR8798075.37800 chr12 - 59200655
SRR8798075.50586 chr12 - 59200655
SRR8798075.5033 chr12 - 59200657
SRR8798075.28959 chr12 - 59200683
SRR8798075.4879 chr12 - 59645094
SRR8798075.26261 chr12 - 59645166
SRR8798075.92 chr12 - 64938833
SRR8798075.16519 chr12 - 64938833
SRR8798075.27881 chr12 - 64938833
SRR8798075.62154 chr12 - 64938833
SRR8798075.44260 chr12 - 64938838
SRR8798075.40814 chr12 - 65062436
SRR8798075.18151 chr12 - 65132734
SRR8798075.41245 chr12 - 65132734
SRR8798075.36912 chr12 - 67535456
SRR8798075.44627 chr12 - 67535456
SRR8798075.62017 chr12 - 67535456
SRR8798075.2416 chr12 - 67535459
SRR8798075.36933 chr12 - 67535459
SRR8798075.43304 chr12 - 67535459
SRR8798075.13868 chr12 - 67535466
SRR8798075.42329 chr12 - 69182738
SRR8798075.50987 chr12 - 69182740
SRR8798075.53662 chr12 - 69296260
SRR8798075.33431 chr12 - 69577642
SRR8798075.4006 chr12 - 69803757
SRR8798075.14696 chr12 - 69803757
SRR8798075.19711 chr12 - 69803757
SRR8798075.24488 chr12 - 69803757
SRR8798075.27492 chr12 - 69803757
SRR8798075.56967 chr12 - 69803757
SRR8798075.48214 chr12 - 69803958
SRR8798075.45049 chr12 - 69804117
SRR8798075.62445 chr12 - 69804117
SRR8798075.32579 chr12 - 69804731
SRR8798075.7995 chr12 - 69805012
SRR8798075.12456 chr12 - 69805015
SRR8798075.45180 chr12 - 69965016
SRR8798075.37551 chr12 - 70011435
SRR8798075.53820 chr12 - 70011437
SRR8798075.51130 chr12 - 70012008
SRR8798075.13500 chr12 - 70018739
SRR8798075.22479 chr12 - 70018739
SRR8798075.61970 chr12 - 70018739
SRR8798075.63036 chr12 - 70018739
SRR8798075.11382 chr12 - 71123172
SRR8798075.11949 chr12 - 71123172
SRR8798075.13119 chr12 - 71123172
SRR8798075.16448 chr12 - 71123172
SRR8798075.20627 chr12 - 71123172
SRR8798075.22012 chr12 - 71123172
SRR8798075.28016 chr12 - 71123172
SRR8798075.28581 chr12 - 71123172
SRR8798075.44697 chr12 - 71123172
SRR8798075.49492 chr12 - 71123172
SRR8798075.45691 chr12 - 71123266
SRR8798075.47280 chr12 - 72270422
SRR8798075.39956 chr12 - 73236570
SRR8798075.2472 chr12 - 73280686
SRR8798075.38082 chr12 - 73543408
SRR8798075.17419 chr12 - 73543409
SRR8798075.48155 chr12 - 73543416
SRR8798075.1368 chr12 - 75452487
SRR8798075.40828 chr12 - 75515208
SRR8798075.25825 chr12 - 75630594
SRR8798075.26404 chr12 - 75630918
SRR8798075.43199 chr12 - 75630918
SRR8798075.63074 chr12 - 75630934
SRR8798075.62480 chr12 - 75630935
SRR8798075.44157 chr12 - 75630941
SRR8798075.33742 chr12 - 75745779
SRR8798075.23359 chr12 - 75814321
SRR8798075.54930 chr12 - 76119244
SRR8798075.22173 chr12 - 76120915
SRR8798075.12049 chr12 - 76121075
SRR8798075.47283 chr12 - 76121529
SRR8798075.55352 chr12 - 76348901
SRR8798075.38657 chr12 - 76937271
SRR8798075.40661 chr12 - 76937271
SRR8798075.51298 chr12 - 76937272
SRR8798075.58486 chr12 - 76937273
SRR8798075.1434 chr12 - 76937279
SRR8798075.5706 chr12 - 76937302
SRR8798075.51686 chr12 - 77452119
SRR8798075.10742 chr12 - 78842984
SRR8798075.58604 chr12 - 78842984
SRR8798075.24314 chr12 - 78842985
SRR8798075.445 chr12 - 78961795
SRR8798075.52477 chr12 - 79080702
SRR8798075.54395 chr12 - 79156258
SRR8798075.29496 chr12 - 79172220
SRR8798075.25580 chr12 - 79175551
SRR8798075.28859 chr12 - 79175551
SRR8798075.36875 chr12 - 79175551
SRR8798075.37306 chr12 - 79175551
SRR8798075.48130 chr12 - 79175551
SRR8798075.22708 chr12 - 79175552
SRR8798075.40223 chr12 - 79175552
SRR8798075.13731 chr12 - 79175553
SRR8798075.58006 chr12 - 79175553
SRR8798075.50945 chr12 - 79175998
SRR8798075.43955 chr12 - 79829754
SRR8798075.20530 chr12 - 79968477
SRR8798075.38686 chr12 - 80167547
SRR8798075.54753 chr12 - 80167736
SRR8798075.24234 chr12 - 80168054
SRR8798075.59750 chr12 - 80335848
SRR8798075.25196 chr12 - 80336682
SRR8798075.38123 chr12 - 80338401
SRR8798075.11283 chr12 - 80338403
SRR8798075.21182 chr12 - 80450179
SRR8798075.42931 chr12 - 80450344
SRR8798075.45939 chr12 - 80450456
SRR8798075.35117 chr12 - 81359029
SRR8798075.8367 chr12 - 81419444
SRR8798075.16129 chr12 - 81472090
SRR8798075.7429 chr12 - 81472093
SRR8798075.62003 chr12 - 81472093
SRR8798075.3481 chr12 - 81484897
SRR8798075.57058 chr12 - 81485548
SRR8798075.9207 chr12 - 81499139
SRR8798075.46269 chr12 - 81573564
SRR8798075.50031 chr12 - 81573564
SRR8798075.39201 chr12 - 81721585
SRR8798075.22503 chr12 - 81721588
SRR8798075.35098 chr12 - 81721588
SRR8798075.30194 chr12 - 83259164
SRR8798075.32225 chr12 - 83259164
SRR8798075.50302 chr12 - 83259175
SRR8798075.42032 chr12 - 83574632
SRR8798075.59374 chr12 - 83794071
SRR8798075.15180 chr12 - 84040776
SRR8798075.16351 chr12 - 84258254
SRR8798075.22147 chr12 - 84258254
SRR8798075.24694 chr12 - 84258254
SRR8798075.30839 chr12 - 84258254
SRR8798075.34567 chr12 - 84258254
SRR8798075.37055 chr12 - 84258254
SRR8798075.37396 chr12 - 84258254
SRR8798075.38191 chr12 - 84258254
SRR8798075.39497 chr12 - 84258254
SRR8798075.45856 chr12 - 84258254
SRR8798075.48436 chr12 - 84258254
SRR8798075.54181 chr12 - 84258254
SRR8798075.55422 chr12 - 84258254
SRR8798075.58027 chr12 - 84602533
SRR8798075.54498 chr12 - 84602537
SRR8798075.11569 chr12 - 84756398
SRR8798075.39028 chr12 - 84783212
SRR8798075.53570 chr12 - 84783212
SRR8798075.60928 chr12 - 84783214
SRR8798075.54962 chr12 - 84918156
SRR8798075.52346 chr12 - 85187387
SRR8798075.31912 chr12 - 85342793
SRR8798075.23813 chr12 - 85815447
SRR8798075.33360 chr12 - 85815447
SRR8798075.53437 chr12 - 85815447
SRR8798075.54270 chr12 - 85815447
SRR8798075.48899 chr12 - 85815452
SRR8798075.18298 chr12 - 85815455
SRR8798075.27269 chr12 - 86056807
SRR8798075.3269 chr12 - 86056845
SRR8798075.13148 chr12 - 86700502
SRR8798075.15758 chr12 - 86700505
SRR8798075.15682 chr12 - 87308053
SRR8798075.54792 chr12 - 87309638
SRR8798075.38448 chr12 - 87309639
SRR8798075.47899 chr12 - 87426195
SRR8798075.60424 chr12 - 87449913
SRR8798075.16486 chr12 - 87449915
SRR8798075.51710 chr12 - 87449915
SRR8798075.57960 chr12 - 87449915
SRR8798075.56196 chr12 - 88175582
SRR8798075.6697 chr12 - 88175587
SRR8798075.33722 chr12 - 88175589
SRR8798075.29788 chr12 - 88175590
SRR8798075.13552 chr12 - 88175591
SRR8798075.25339 chr12 - 88175591
SRR8798075.28255 chr12 - 88175591
SRR8798075.76 chr12 - 88175592
SRR8798075.4967 chr12 - 88175592
SRR8798075.25955 chr12 - 88175592
SRR8798075.42517 chr12 - 88175593
SRR8798075.5594 chr12 - 88175594
SRR8798075.29022 chr12 - 88175594
SRR8798075.4176 chr12 - 88175595
SRR8798075.20426 chr12 - 88175595
SRR8798075.25676 chr12 - 88175595
SRR8798075.1703 chr12 - 88175596
SRR8798075.3551 chr12 - 88175596
SRR8798075.6280 chr12 - 88175596
SRR8798075.7924 chr12 - 88175596
SRR8798075.8251 chr12 - 88175596
SRR8798075.9108 chr12 - 88175596
SRR8798075.10422 chr12 - 88175596
SRR8798075.11571 chr12 - 88175596
SRR8798075.14517 chr12 - 88175596
SRR8798075.17089 chr12 - 88175596
SRR8798075.18424 chr12 - 88175596
SRR8798075.20226 chr12 - 88175596
SRR8798075.20576 chr12 - 88175596
SRR8798075.20807 chr12 - 88175596
SRR8798075.23391 chr12 - 88175596
SRR8798075.24210 chr12 - 88175596
SRR8798075.25059 chr12 - 88175596
SRR8798075.25120 chr12 - 88175596
SRR8798075.27233 chr12 - 88175596
SRR8798075.32507 chr12 - 88175596
SRR8798075.33310 chr12 - 88175596
SRR8798075.34028 chr12 - 88175596
SRR8798075.35118 chr12 - 88175596
SRR8798075.39356 chr12 - 88175596
SRR8798075.44823 chr12 - 88175596
SRR8798075.46110 chr12 - 88175596
SRR8798075.48144 chr12 - 88175596
SRR8798075.48244 chr12 - 88175596
SRR8798075.48305 chr12 - 88175596
SRR8798075.49921 chr12 - 88175596
SRR8798075.51574 chr12 - 88175596
SRR8798075.51713 chr12 - 88175596
SRR8798075.53224 chr12 - 88175596
SRR8798075.53451 chr12 - 88175596
SRR8798075.56580 chr12 - 88175596
SRR8798075.61399 chr12 - 88175596
SRR8798075.63152 chr12 - 88175596
SRR8798075.49504 chr12 - 88175597
SRR8798075.35335 chr12 - 88175601
SRR8798075.34722 chr12 - 88175603
SRR8798075.62014 chr12 - 88175604
SRR8798075.24475 chr12 - 88175611
SRR8798075.16432 chr12 - 88175612
SRR8798075.37684 chr12 - 90721836
SRR8798075.8451 chr12 - 90960869
SRR8798075.2867 chr12 - 90998492
SRR8798075.59591 chr12 - 91555096
SRR8798075.19289 chr12 - 91555262
SRR8798075.26628 chr12 - 91555262
SRR8798075.32497 chr12 - 91555262
SRR8798075.40270 chr12 - 91555262
SRR8798075.61571 chr12 - 91555262
SRR8798075.48317 chr12 - 91555265
SRR8798075.59807 chr12 - 91555265
SRR8798075.18202 chr12 - 91555907
SRR8798075.54047 chr12 - 91555907
SRR8798075.26756 chr12 - 91639284
SRR8798075.24591 chr12 - 91735051
SRR8798075.56732 chr12 - 94960439
SRR8798075.373 chr12 - 96922272
SRR8798075.2219 chr12 - 96922272
SRR8798075.2363 chr12 - 96922272
SRR8798075.7320 chr12 - 96922272
SRR8798075.10658 chr12 - 96922272
SRR8798075.17321 chr12 - 96922272
SRR8798075.17488 chr12 - 96922272
SRR8798075.24848 chr12 - 96922272
SRR8798075.27172 chr12 - 96922272
SRR8798075.38922 chr12 - 96922272
SRR8798075.41213 chr12 - 96922272
SRR8798075.44283 chr12 - 96922272
SRR8798075.58981 chr12 - 96922272
SRR8798075.61826 chr12 - 96922272
SRR8798075.49453 chr12 - 96922301
SRR8798075.989 chr12 - 98676741
SRR8798075.4734 chr12 - 98676741
SRR8798075.6875 chr12 - 98676741
SRR8798075.10570 chr12 - 98676741
SRR8798075.11954 chr12 - 98676741
SRR8798075.14062 chr12 - 98676741
SRR8798075.19589 chr12 - 98676741
SRR8798075.25193 chr12 - 98676741
SRR8798075.27723 chr12 - 98676741
SRR8798075.37812 chr12 - 98676741
SRR8798075.43375 chr12 - 98676741
SRR8798075.52606 chr12 - 98676741
SRR8798075.62857 chr12 - 98676741
SRR8798075.16985 chr12 - 98676745
SRR8798075.58203 chr12 - 98677873
SRR8798075.58991 chr12 - 98677873
SRR8798075.3700 chr12 - 99190088
SRR8798075.57799 chr12 - 99192850
SRR8798075.38453 chr12 - 99194626
SRR8798075.52294 chr12 - 99327323
SRR8798075.51308 chr12 - 99330489
SRR8798075.63175 chr12 - 99959063
SRR8798075.55207 chr12 - 99961746
SRR8798075.12308 chr12 - 100300772
SRR8798075.34296 chr12 - 100300774
SRR8798075.24268 chr12 - 100548398
SRR8798075.6802 chr12 - 100549895
SRR8798075.39581 chr12 - 100876682
SRR8798075.41590 chr12 - 100876682
SRR8798075.27275 chr12 - 100911819
SRR8798075.44997 chr12 - 101039408
SRR8798075.54834 chr12 - 101039518
SRR8798075.3575 chr12 - 101039913
SRR8798075.6030 chr12 - 101975660
SRR8798075.52235 chr12 - 101975660
SRR8798075.45017 chr12 - 101975890
SRR8798075.19345 chr12 - 102321654
SRR8798075.1775 chr12 - 102382986
SRR8798075.12677 chr12 - 102382986
SRR8798075.21914 chr12 - 102382986
SRR8798075.55132 chr12 - 102382986
SRR8798075.310 chr12 - 102394082
SRR8798075.11287 chr12 - 102394082
SRR8798075.18315 chr12 - 102394082
